VIO_ID,ACCT_NUM,ACCT_OWNER,VIOLATION_NUM,VIO_LAW_NUM,VIO_LAW_DESC,VIO_DATE,ACTION,PREM_ADDR,BIN,COMMUNITY.BOARD,COUNCIL.DISTRICT,BBL,LATITUDE,LONGITUDE,POSTCODE,BOROUGH,NUMBER,STREET,CENSUS.TRACT,NTA
49082,96080080,1995 LOS AMIGOS MEX REST,E484545,RH-7,ARRANGE FOR TEST OR RETEST OF FIRE SYS,1/10/2017,OPEN,22-73 31 ST,4438831,401,22,4008330002,40.774474,-73.91237,11105,QN,22-73,31 ST,115,Steinway
49377,87124699,NYC DEPT OF EDUCATION,E528970,SPPA 4,NO PA PERMIT,11/27/2018,OPEN,180 BEACH 35 ST,4441244,414,31,4158610035,40.594608,-73.767005,11691,QN,180,BEACH 35 ST,992,Hammels-Arverne-Edgemere
43730,32136418,NYC DOT,E364395,OTHER0001,SEE FOLDER INFORMATION,4/10/2012,OPEN,30-01 HARPER ST,4045011,407,20,4017910068,40.764015,-73.838936,11368,QN,30-01,HARPER ST,38301,park-cemetery-etc-Queens
42750,36063964,ASTORIA DIALYSIS CENTER,E451617,OTHER0001,SEE FOLDER INFORMATION,2/9/2016,OPEN,34-01 35 AVE,4009611,401,26,4006420005,40.757149,-73.925727,11106,QN,34-01,35 AVE,57,Astoria
45123,32108979,BALLY'S 868 FOOD COURT,E339679,RH-85,REINSPECTION REQUIRED,12/8/2011,OPEN,136-91 ROOSEVELT AVE,4112502,407,20,4049800048,40.760576,-73.826941,11354,QN,136-91,ROOSEVELT AVE,871,Flushing
49779,28036457,LANTIGUA GROCERY STORE,E267380,RH-7,ARRANGE FOR TEST OR RETEST OF FIRE SYS,11/9/2009,OPEN,111-77 157 ST,4457740,412,28,4121750009,40.688133,-73.7904,11433,QN,111-77,157 ST,270,South Jamaica
50755,32154775,WYNDHAM GARDEN LIC HOTEL,E515047,HRU-28,PROVIDE COMM FROM FCS TO ELEV.,9/19/2017,OPEN,44-29 9 ST,4865431,402,26,4004500006,40.749513,-73.951695,11101,QN,44-29,9 ST,19,Hunters Point-Sunnyside-West Maspeth
47100,94008877,IGLESIA CRISTIANA PENT,E239186,SPPA 4,NO PA PERMIT,10/1/2008,OPEN,192-07 JAMAICA AVE,4222148,412,23,4104480018,40.713223,-73.767826,11423,QN,192-07,JAMAICA AVE,482,Hollis
49233,33167834,FRESH MEADOWS APPLE LLC,E528968,PA 12,REPAIR PANIC HARDWARD ON DOOR,11/23/2018,OPEN,61-48 188 ST,4439482,408,23,4070750001,40.739269,-73.786474,11365,QN,61-48,188 ST,1347,Fresh Meadows-Utopia
44867,91007583,BD OF EDUCATION,E302417,HRU-26,PROVIDE MEANS TO TEST ALARM TONE,7/30/2010,OPEN,30-48 LINDEN PL,4100749,407,20,4043700050,40.769612,-73.833168,11354,QN,30-48,LINDEN PL,869,Flushing
49430,87101317,NYC DEPT OF EDUCATION,E511891,SPPA 4,NO PA PERMIT,7/23/2018,OPEN,26-01 MOTT AVE,4442313,414,31,4156930001,40.607994,-73.765063,11691,QN,26-01,MOTT AVE,100801,Far Rockaway-Bayswater
48151,31274780,PS 215 LUCRETTA MOTT,E557778,PBU-30,PROVIDE OR REPAIR A DOOR,10/25/2018,OPEN,535 BRIAR PL,4301194,414,31,4157720031,40.599694,-73.75836,11691,QN,535,BRIAR PL,99801,Far Rockaway-Bayswater
47644,27104751,MTA NYC TRANSIT,E336742,OTHER0001,SEE FOLDER INFORMATION,8/8/2013,OPEN,164-10 LINDEN BLVD,4267048,412,27,4123270008,40.688549,-73.784367,11434,QN,164-10,LINDEN BLVD,276,Baisley Park
48374,98052962,PHO HOANG,E381813,RH-86,HYRDOSTATIC TEST REQUIRED,7/18/2013,OPEN,41-01 KISSENA BLVD,4309526,407,20,4050447501,40.758194,-73.828467,11355,QN,41-01,KISSENA BLVD,853,Flushing
44868,91007583,BD OF EDUCATION,E302417,HRU-28,PROVIDE COMM FROM FCS TO ELEV.,7/30/2010,OPEN,30-48 LINDEN PL,4100749,407,20,4043700050,40.769612,-73.833168,11354,QN,30-48,LINDEN PL,869,Flushing
44135,27131846,EUJOY REALTY CORP,E506327,SPK 6,RESTORE SPK SYS AND RETEST,5/17/2018,OPEN,59-24 MAURICE AVE,4059941,405,30,4026870016,40.726408,-73.907922,11378,QN,59-24,MAURICE AVE,531,Maspeth
49320,20002846,QUEENS COLLEGE,E327539,HRU-3,PROVIDE LOA FOR ALARM SYSTEM,1/21/2011,OPEN,65-44 KISSENA BLVD,4439914,408,24,4065170001,40.735704,-73.817382,11367,QN,65-44,KISSENA BLVD,809,Kew Gardens Hills
47477,29188737,DEPT.OF ED/GHS 226,E293339,RH-1,INSTALL FIRE PROTECTION ORDER,4/28/2011,OPEN,121-10 ROCKAWAY BLVD,4253607,410,28,4117140100,40.675056,-73.816698,11420,QN,121-10,ROCKAWAY BLVD,840,South Ozone Park
49524,31280589,IDEAL ISLAMIC SCHOOL,E410896,PBU-9A,Provide a LoA for IFA,4/27/2018,OPEN,31-21 12 ST,4445095,401,22,4005180013,40.76804,-73.933373,11106,QN,31-21,12 ST,77,Astoria
45954,99015307,JRS BAGELS FACTORY INC.,E484124,RH-49,RESTORE FIRE EXTINGUISHING SYSTEM,12/19/2016,OPEN,222-10 UNION TNPK,4164950,411,23,4077980001,40.735253,-73.748091,11364,QN,222-10,UNION TNPK,129102,Oakland Gardens
46271,35163997,"ARISTOKRAT,CORP",E528925,PA 9,REQ SECONDARY MEANS OF EGRESS,8/6/2018,OPEN,86-13 LEFFERTS BLVD,4193700,409,29,4092730089,40.70092,-73.830976,11418,QN,86-13,LEFFERTS BLVD,144,Richmond Hill
45974,31276744,MARTIN VAN BUREN HS,E543817,PBU-30,PROVIDE OR REPAIR A DOOR,4/19/2018,OPEN,230-17 HILLSIDE AVE CQ,4166101,413,23,4079300002,40.733916,-73.739301,11427,QN,230-17,HILLSIDE AVE CQ,1301,Bellerose
42262,91102970,LAGUARDIA COMM COLLEGE,E 481557,RH-86,HYRDOSTATIC TEST REQUIRED,6/8/2017,OPEN,31-10 THOMSON AVE,4003534,402,26,4002780001,40.743957,-73.935065,11101,QN,31-10,THOMSON AVE,179,Hunters Point-Sunnyside-West Maspeth
46848,31274798,PS 50 TALFOURD LAWN,E541916,PBU-53,prov proof of flame resist decor,12/19/2018,OPEN,143-26 101 AVE,4214461,412,28,4100240012,40.69486,-73.806803,11435,QN,143-26,101 AVE,206,Jamaica
50325,38034054,43-33 42CONDO UNIT OWNER,E520639,SPK 36,OBTAIN A COF SPRINKLER SYSTEM,1/26/2018,OPEN,43-33 42 ST,4540103,402,26,4001637501,40.74432,-73.921971,11104,QN,43-33,42 ST,18102,Hunters Point-Sunnyside-West Maspeth
44636,35389782,SCHOLASTIC ADVANCEMENT,E557531,PBU-69B,Fail to maint use group,10/15/2018,OPEN,60-85 MYRTLE AVE,4085343,405,30,4035380051,40.700944,-73.895277,11385,QN,60-85,MYRTLE AVE,583,Ridgewood
46136,31232614,PS 60,E333736,RH-7,ARRANGE FOR TEST OR RETEST OF FIRE SYS,9/22/2011,OPEN,91-02 88 AVE,4184144,409,32,4089290058,40.691456,-73.852854,11421,QN,91-02,88 AVE,18,Woodhaven
43868,577478,62-60 99 WNERS II LLC,E331069,STP 2,RESTORESTANDPIPESYSTEMTOPROPERWORKING,4/26/2012,OPEN,62-60 99 ST,4050421,406,29,4020860040,40.732999,-73.857893,11374,QN,62-60,99 ST,71701,Rego Park
43768,89029953,QUEENS CROSSROADS,E500833,EAP-4,PROVIDE EAPD HOLDING A COF,3/8/2017,OPEN,91-31 QUEENS BLVD,4046000,404,25,4018610001,40.733659,-73.869366,11373,QN,91-31,QUEENS BLVD,683,Elmhurst
45635,87106068,OZANAM HALL NURSING HOME,E528339,SPPA 4,NO PA PERMIT,7/27/2018,OPEN,42-41 201 ST,4137890,411,19,4062590016,40.758697,-73.782223,11361,QN,42-41,201 ST,1463,Bayside-Bayside Hills
42354,24163404,PS 112 DUTCH KILLS,E314996,PBU-9A,Provide a LoA for IFA,8/25/2011,OPEN,25-05 37 AVE,4004170,401,26,4003440001,40.757226,-73.933925,11101,QN,25-05,37 AVE,33,Queensbridge-Ravenswood-Long Island City
50100,34139261,SABOR CARIBE RESTAURANT,E480134,RH-3,LEGALIZE - SYSTEM ALTERED,6/13/2017,OPEN,144-07 JAMAICA AVE,4534220,412,24,4096740048,40.702373,-73.811215,11435,QN,144-07,JAMAICA AVE,240,Jamaica
47614,34036871,MARMOL DELI GROCERY(1FL),E473712,RH-13,PROVIDE APPROVED FILTERS,8/4/2016,OPEN,113-12 NY-BREWER BLVD,4263988,412,28,4121800021,40.68912,-73.786154,11433,QN,113-12,NY-BREWER BLVD,264,South Jamaica
48836,31276678,PS 13 CLEMENT C MOORE,E558957,PBU-27,NOT STORE BELONGINGS UNDER THE BED,11/1/2018,OPEN,55-01 94 ST,4437297,404,25,4019010040,40.737404,-73.867692,11373,QN,55-01,94 ST,457,Elmhurst
49812,25032442,KEW GARDENS SENIOR,E529837,SPPA 4,NO PA PERMIT,9/10/2018,OPEN,117-05 84 AVE,4458689,409,29,4033210113,40.70432,-73.834559,11418,QN,117-05,84 AVE,134,Kew Gardens
47836,94039682,VERIZON,E518810,SPK 17,RESTORE SPRINKLER SYS TO PROPER SERVICE,7/17/2018,OPEN,140-02 183 ST,4280539,412,31,4130400001,40.671842,-73.76155,11413,QN,140-02,183 ST,330,Springfield Gardens North
50580,24075731,QUEENS FAMILY COURT,E469420,PA 32,HAVE I.F.A. RESTORED TO WORKING ORDER,1/9/2017,OPEN,151-20 JAMAICA AVE,4826930,412,27,4100930001,40.702189,-73.802824,11432,QN,151-20,JAMAICA AVE,240,Jamaica
50530,87042818,CONGREGATION TIFERETH,E562305,PA 33,PROVIDE ADEQUATE PASSAGEWAY/EXIT,12/21/2018,OPEN,31-36 88 ST,4595432,403,25,4013990023,40.758703,-73.880531,11369,QN,31-36,88 ST,339,Jackson Heights
42927,36350999,ZAC ALI,E472910,RH-87,SUBMIT AMENDED PLANS,10/7/2016,OPEN,48-16 BROADWAY,4013642,401,26,4007340038,40.755504,-73.912291,11103,QN,48-16,BROADWAY,161,Astoria
50405,35286442,NYC CUNY,E408611,SPK 36,OBTAIN A COF SPRINKLER SYSTEM,3/25/2016,OPEN,64-80 KISSENA BLVD,4542638,408,24,4065170001,40.736313,-73.817735,11367,QN,64-80,KISSENA BLVD,809,Kew Gardens Hills
42539,20045639,LIC GRILL(1FL),E559146,RH-21,ACCESS PANELS SIGNAGE,11/14/2018,OPEN,39-44 21 ST,4005319,401,26,4004710690,40.755535,-73.941283,11101,QN,39-44,21 ST,85,Queensbridge-Ravenswood-Long Island City
45903,31278773,PS 203 OAKLAND GARDENS,E558913,PBU-67,remove port. fueled equipment,10/31/2018,OPEN,53-11 SPRINGFIELD BLVD,4161005,411,23,4074820317,40.753598,-73.760023,11364,QN,53-11,SPRINGFIELD BLVD,138501,Oakland Gardens
44451,34076992,THE KEW CONDO,E376203,OTHER0001,SEE FOLDER INFORMATION,7/15/2014,OPEN,83-75 117 ST,4079282,409,29,4033217502,40.704644,-73.834868,11418,QN,83-75,117 ST,134,Kew Gardens
47319,95024097,5 DOLLARS SPECIAL ALL,E315572,RH-3,LEGALIZE - SYSTEM ALTERED,10/29/2013,OPEN,216-19 LINDEN BLVD,4244202,413,27,4113170001,40.696228,-73.742753,11411,QN,216-19,LINDEN BLVD,598,Cambria Heights
48046,37039138,GOURMET BOUTIQUE/1FL-FRY,E 480326,RH-33,REQUIREMENT FOR TYPE I HOODS,1/28/2017,OPEN,144-02 158 ST,4296646,413,31,4150120006,40.66563,-73.779688,11434,QN,144-02,158 ST,306,Springfield Gardens South-Brookville
46593,20027256,NYC DOH,E226993,HR-2,PROVIDE FSD & DEPUTY FSD,4/2/2008,OPEN,90-37 PARSONS BLVD,4208836,412,24,4097560006,40.703962,-73.800208,11432,QN,90-37,PARSONS BLVD,44601,Jamaica
47937,36029536,CHARLEY DELI & KITCHEN,E435136,RH-7,ARRANGE FOR TEST OR RETEST OF FIRE SYS,1/11/2016,OPEN,145-27 228 ST,4286887,413,31,4134850015,40.661019,-73.751855,11413,QN,145-27,228 ST,680,Springfield Gardens South-Brookville
48962,28088383,CVS PHARMACY,E409487,SPK 64,REMOVE/DISCONT STORAGE FR ELECTRICAL  RM,1/9/2015,OPEN,79-62 METROPOLITAN AVE,4437893,405,30,4037800030,40.712966,-73.871964,11379,QN,79-62,METROPOLITAN AVE,621,Middle Village
46085,33277492,HILLSIDE DOSA INC.,E332809,RH-3,LEGALIZE - SYSTEM ALTERED,8/28/2014,OPEN,258-15 HILLSIDE AVE,4179347,413,23,4087700001,40.737308,-73.709544,11004,QN,258-15,HILLSIDE AVE,157902,Glen Oaks-Floral Park-New Hyde Park
50084,29060498,DEIRDRE MAEVES SUPERMARK,E556195,RH-44,FUEL & ELECTRICAL SHUT DOWN,11/14/2018,OPEN,202-36 ROCKAWAY POINT BLVD,4533648,414,32,4163500300,40.561655,-73.918184,11697,QN,202-36,ROCKAWAY POINT BLVD,91601,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel
42387,37209756,SKYLINE RESTORATION INC,E486984,HCU9,,7/7/2017,OPEN,11-20 37 AVE,4004397,401,26,4003610023,40.759295,-73.940251,11101,QN,20-Nov,37 AVE,85,Queensbridge-Ravenswood-Long Island City
49239,28086338,NORTH SHORE LIJ MEDICAL,E530870,RH-3,LEGALIZE - SYSTEM ALTERED,8/16/2018,OPEN,270-05 76 AVE,4439540,413,23,4085200002,40.753823,-73.708258,11004,QN,270-05,76 AVE,155102,Glen Oaks-Floral Park-New Hyde Park
48328,87133211,CONGREGATION OHAB ZEDEK,E290585,SPPA 4,NO PA PERMIT,9/27/2016,OPEN,134-01 ROCKAWAY BEACH BLVD,4306262,414,32,4162790001,40.573864,-73.852264,11694,QN,134-01,ROCKAWAY BEACH BLVD,928,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel
49168,30120877,THE CITY UNIVERSITY N.Y.,E310310,OTHER0001,SEE FOLDER INFORMATION,6/8/2010,OPEN,221-05 56 AVE,4439435,411,23,4074900002,40.756671,-73.758587,11364,QN,221-05,56 AVE,138501,Oakland Gardens
47762,90052028,227-02 LINDEN REST CORP,E290982,SPPA 4,NO PA PERMIT,12/30/2016,OPEN,227-02 LINDEN BLVD,4274575,413,27,4127440055,40.692915,-73.733866,11411,QN,227-02,LINDEN BLVD,606,Cambria Heights
43546,27003748,SABAY,E530416,RH-20,PROVIDED ACCESS PANELS,10/29/2018,OPEN,75-19 BROADWAY,4036743,404,25,4014860044,40.746116,-73.889681,11373,QN,75-19,BROADWAY,267,Elmhurst
45048,23117104,PRINCE CENTER CONDOMINIU,E517889,HRU-14,DISCONTINUE LINEN STORAGE-CLOSETS,9/24/2018,OPEN,39-07 PRINCE ST,4112321,407,20,4049767501,40.75941,-73.83195,11354,QN,39-07,PRINCE ST,871,Flushing
49156,92038652,QUEENS BORO COMMUNITY,E339573,RH-85,REINSPECTION REQUIRED,2/27/2012,OPEN,221-15 56 AVE,4439433,411,23,4074900002,40.755727,-73.757751,11364,QN,221-15,56 AVE,138501,Oakland Gardens
49112,38215950,MUSEUM OG MOVING IMAGE,E548827,OTHER0001,SEE FOLDER INFORMATION,5/1/2018,OPEN,36-01 35 AVE,4439074,401,26,4006440001,40.756297,-73.92392,11106,QN,36-01,35 AVE,57,Astoria
50381,35068329,NYCDDC,E438825,OTHER0001,SEE FOLDER INFORMATION,2/11/2015,OPEN,127-10 28 AVE,4541694,407,19,4043270001,40.772088,-73.840753,11354,QN,127-10,28 AVE,907,College Point
49940,31269525,NYC BOARD OF ED Q499,E544015,PBU-9A,Provide a LoA for IFA,2/15/2018,OPEN,148-20 REEVES AVE,4467571,408,24,4065070150,40.738689,-73.82086,11367,QN,148-20,REEVES AVE,809,Kew Gardens Hills
49690,87112553,YESHIVA DARCHEI TORAH,E528754,PA 9,REQ SECONDARY MEANS OF EGRESS,7/25/2018,OPEN,202 BEACH 19 ST,4454256,414,31,4156340094,40.595868,-73.75252,11691,QN,202,BEACH 19 ST,101001,Far Rockaway-Bayswater
43400,38392304,1 GOURMET DELI 65,E559408,RH-54,QUARTERLY EXHAUST SYSTEM CLEANING,11/28/2018,OPEN,65-42 WOODSIDE AVE,4031742,402,26,4013430047,40.743163,-73.898595,11377,QN,65-42,WOODSIDE AVE,247,Woodside
45301,31262686,PS 20 JOHN BOWNE,E541937,PBU-32,Remov all accum. rubb and storag,12/17/2018,OPEN,142-30 BARCLAY AVE,4114657,407,20,4050470001,40.758427,-73.824111,11355,QN,142-30,BARCLAY AVE,855,Flushing
47672,33187659,NYC PARKS & RECREATION,E478875,OTHER0001,SEE FOLDER INFORMATION,12/9/2017,OPEN,177-01 BAISLEY BLVD,4268835,412,27,4124060180,40.687039,-73.769159,11434,QN,177-01,BAISLEY BLVD,426,St. Albans
47275,4826186,"MATH,SCI RESCH & TECH HS",E538164,OTHER0001,SEE FOLDER INFORMATION,12/6/2018,OPEN,207-01 116 AVE,4238003,413,27,4110490001,40.698299,-73.746174,11411,QN,207-01,116 AVE,53401,Cambria Heights
46772,4287546,ALI AUTO BODY REPAIR INC,E420609,SPRY00B31,FILE PLANS OF INSTALLATION WITH BLDGS,3/18/2016,OPEN,181-07 JAMAICA AVE,4211769,412,27,4098980117,40.708959,-73.779436,11423,QN,181-07,JAMAICA AVE,468,Jamaica
43865,31276694,PS 206 HORACE HARDING,E557493,PBU-52,Limit size of walls decorations,10/23/2018,OPEN,61-21 97 PL,4050414,406,29,4020830123,40.734071,-73.861002,11374,QN,61-21,97 PL,71702,Rego Park
42027,38178315,THE OWNER OF,E521621,PA 70,,5/21/2018,OPEN,43-12 50 ST,4001289,402,26,4001380025,40.744051,-73.915014,11377,QN,43-12,50 ST,25301,Hunters Point-Sunnyside-West Maspeth
46597,33142571,CHURCH OF GOD OF JAMAICA,E430534,OTHER0001,SEE FOLDER INFORMATION,6/12/2015,OPEN,90-25 160 ST,4208847,412,24,4097570013,40.704581,-73.799423,11432,QN,90-25,160 ST,44601,Jamaica
45039,24032484,SPICY&TASTY(2FL),E481101,RH-88,REMOVE ALL COMPONENTS OF PREVIOUS SYSTEM,8/16/2017,OPEN,39-07 PRINCE ST,4112321,407,20,4049767501,40.75941,-73.83195,11354,QN,39-07,PRINCE ST,871,Flushing
49959,29076809,BD OF ED HS 452 Q,E275686,RH-53,SEMI ANNUAL INSPECTION & RECORDS REQ.,1/9/2012,OPEN,14-30 BROADWAY,4467709,401,22,4005290002,40.765508,-73.933123,11106,QN,14-30,BROADWAY,45,Astoria
42478,87077541,QUEENS OFF BROADWAY CORP,E160248,SPPA 5,PREMISE ALTERED/UNSAFE-REVOKE PERMIT,6/18/2009,OPEN,27-00 QUEENS PLAZA S,4005053,402,26,4004220009,40.749928,-73.93971,11101,QN,27-00,QUEENS PLAZA S,19,Hunters Point-Sunnyside-West Maspeth
45828,85004893,FRESH MEADOWS RLTY HOLD,E560020,OTHER0001,SEE FOLDER INFORMATION,10/16/2018,OPEN,68-14 FRESH MEADOW LA,4149719,408,24,4069280056,40.733175,-73.794758,11365,QN,68-14,FRESH MEADOW LA,1223,Pomonok-Flushing Heights-Hillcrest
50197,31287113,PS 262/306,E541931,PBU-32,Remov all accum. rubb and storag,12/11/2018,OPEN,95-16 89 AVE,4538070,409,32,4089750100,40.691628,-73.848639,11421,QN,95-16,89 AVE,20,Woodhaven
43082,38369203,CASA RUBIO,E556268,RH-43,LOCATION OF REMOTE PULL 10 TO 20 FOOT,10/31/2018,OPEN,25-17 ASTORIA BLVD,4018506,401,22,4008610010,40.771352,-73.922169,11102,QN,25-17,ASTORIA BLVD,69,Old Astoria
45757,35305606,ROBERT KENNEDY HIGH,E550459,PBU-67,remove port. fueled equipment,4/10/2018,OPEN,75-40 PARSONS BLVD,4147452,408,24,4068090056,40.725336,-73.811341,11366,QN,75-40,PARSONS BLVD,77908,Kew Gardens Hills
49866,24156044,P.S. 721,E311284,PBU-14,PROVIDE DIAGRAM SIGN WHERE REQUIRED,9/15/2011,OPEN,57-12 94 ST,4462647,404,25,4018730050,40.735773,-73.867963,11373,QN,57-12,94 ST,683,Elmhurst
45310,28005544,MID-ISLAND LIMIT PARTNER,E 485765,FL 47,FAILED TO POST A SKETCH OF COMPACTOR SYS,5/16/2017,OPEN,144-20 41 AVE,4114716,407,20,4050500004,40.760409,-73.820749,11355,QN,144-20,41 AVE,863,Murray Hill
43616,38081147,ISLANDS SEAFOOD,E522722,RH-85,REINSPECTION REQUIRED,3/8/2018,OPEN,79-21 QUEENS BLVD,4038522,404,25,4015380004,40.73844,-73.883829,11373,QN,79-21,QUEENS BLVD,485,Elmhurst-Maspeth
43624,33176181,TACO VELOZ,E480343,RH-54,QUARTERLY EXHAUST SYSTEM CLEANING,2/2/2017,OPEN,90-10 ROOSEVELT AVE,4038784,404,21,4015510001,40.748221,-73.876152,11372,QN,90-10,ROOSEVELT AVE,469,Elmhurst
48168,87109724,JEWISH ASSOCIATION,E529195,PA 32,HAVE I.F.A. RESTORED TO WORKING ORDER,9/7/2018,OPEN,131 BEACH 19 ST,4301622,414,31,4158100055,40.593112,-73.753796,11691,QN,131,BEACH 19 ST,99802,Far Rockaway-Bayswater
45942,24164626,PS 205 ALEXANDER G BELL,E 314354,PBU-40,Prov CoF for maint of spk/IFA,10/21/2011,OPEN,75-25 BELL BLVD,4164007,411,23,4077530001,40.737706,-73.756224,11364,QN,75-25,BELL BLVD,129103,Oakland Gardens
42989,98010671,NYC DEPT OF EDUCATION,E439354,RH-54,QUARTERLY EXHAUST SYSTEM CLEANING,3/23/2016,OPEN,22-45 41 ST,4015334,401,22,4007940017,40.771151,-73.906119,11105,QN,22-45,41 ST,119,Steinway
45162,92126010,KUM GANG SAN RESTAURANT,E528304,SPPA 4,NO PA PERMIT,6/13/2018,OPEN,138-28 NORTHERN BLVD,4113291,407,20,4050100028,40.763854,-73.827109,11354,QN,138-28,NORTHERN BLVD,865,Flushing
43188,605279,PLISKIN RLTY&DEVLOP INC,E355116,SPK 69,PROVIDE &INSTALL MISSING SWIVELS FOR SPK,6/5/2013,OPEN,62-01 NORTHERN BLVD,4026208,401,26,4011630074,40.754382,-73.900047,11377,QN,62-01,NORTHERN BLVD,297,Woodside
50545,38107629,FLUSHING COMMON PROP,E537236,EAP-1,PREPARE EAP PLAN AS PER GUIDELINE,3/29/2018,OPEN,38-08 UNION ST,4607310,407,20,4049787502,40.761274,-73.827421,11354,QN,38-08,UNION ST,871,Flushing
44985,27059377,TNK ENTERTAINMENT,E304403,RH-85,REINSPECTION REQUIRED,2/15/2011,OPEN,134-12 35 AVE,4112119,407,20,4049580001,40.763704,-73.832892,11354,QN,134-12,35 AVE,869,Flushing
43005,31271240,I.S. 141 STEINWAY SCHOOL,E543750,PBU-22A,provide/repair defect emer. lights,2/27/2018,OPEN,37-11 21 AVE,4016102,401,22,4008100001,40.775773,-73.904549,11105,QN,37-11,21 AVE,12301,Steinway
43286,98054901,EL PEDREGAL RESTAURANT,E561542,PA 4,PROV ROLL DOWN GATE LOCKED IN OPENED POS,11/8/2018,OPEN,38-19 69 ST,4029697,402,26,4012820004,40.746625,-73.896085,11377,QN,38-19,69 ST,263,Woodside
48793,24068405,DA MIKELE ILLAGIO(1FL),E242728,RH-20,PROVIDED ACCESS PANELS,5/8/2009,OPEN,79-17 ALBION AVE,4437155,404,25,4015360113,40.739202,-73.885376,11373,QN,79-17,ALBION AVE,485,Elmhurst-Maspeth
47478,29188737,DEPT.OF ED/GHS 226,E293339,RH-7,ARRANGE FOR TEST OR RETEST OF FIRE SYS,4/28/2011,OPEN,121-10 ROCKAWAY BLVD,4253607,410,28,4117140100,40.675056,-73.816698,11420,QN,121-10,ROCKAWAY BLVD,840,South Ozone Park
46893,94083110,ONE STOP DELI,E481183,RH-7,ARRANGE FOR TEST OR RETEST OF FIRE SYS,8/23/2017,OPEN,150-02 LIBERTY AVE,4215657,412,28,4101100006,40.697838,-73.802025,11433,QN,150-02,LIBERTY AVE,204,Jamaica
45683,87047643,CUNY QUEENS COLLEGE,E521014,SPPA 4,NO PA PERMIT,12/14/2017,OPEN,65-30 KISSENA BLVD,4141870,408,24,4065170001,40.73595,-73.816162,11367,QN,65-30,KISSENA BLVD,809,Kew Gardens Hills
44478,96083753,HOT AND TASTY,E481984,RH-3,LEGALIZE - SYSTEM ALTERED,4/13/2017,OPEN,120-10 QUEENS BLVD,4080149,409,29,4033580001,40.713418,-73.829808,11415,QN,120-10,QUEENS BLVD,216,Kew Gardens
43562,33272311,HIGH FLYING BIRDS INC,E562103,PA 10,REMOVE LOCKING DEVICES FROM EXITS,11/16/2018,OPEN,78-14 ROOSEVELT AVE,4036807,404,25,4014897501,40.74704,-73.887201,11372,QN,78-14,ROOSEVELT AVE,267,Elmhurst
42130,38351797,EVEN TINIER DRUMSTICKS,E556139,RH-87,SUBMIT AMENDED PLANS,10/16/2018,OPEN,41-28 37 ST,4003128,402,26,4002170001,40.74637,-73.92784,11101,QN,41-28,37 ST,179,Hunters Point-Sunnyside-West Maspeth
44704,87001848,CHRIST THE KING H.S.,E469194,SPPA 4,NO PA PERMIT,9/19/2018,OPEN,68-02 METROPOLITAN AVE,4089211,405,30,4036670023,40.71081,-73.888547,11379,QN,68-02,METROPOLITAN AVE,61301,Ridgewood
42853,21062682,BAKASH CAFE INC.,E378583,RH-3,LEGALIZE - SYSTEM ALTERED,4/23/2015,OPEN,25-75 STEINWAY ST,4011372,401,22,4006840015,40.765995,-73.912981,11103,QN,25-75,STEINWAY ST,143,Astoria
47547,24164741,P.S. 123,E368933,PBU-52,Limit size of walls decorations,10/12/2011,OPEN,145-01 119 AVE,4260828,412,28,4120190010,40.678764,-73.795504,11436,QN,145-01,119 AVE,18402,Baisley Park
49342,87076113,NYC DEPT OF EDUCATION,E463183,SPPA 4,NO PA PERMIT,4/23/2016,OPEN,67-25 51 RD,4440274,405,30,4024230001,40.734661,-73.897135,11377,QN,67-25,51 RD,513,Maspeth
44072,31214273,TSW RLTY IN&WAY FONG LLC,E331334,SPK 24,REMOVE PAINT FROM SPK HEADS,10/14/2011,OPEN,57-29 49 ST,4058927,402,30,4025750005,40.723459,-73.919915,11378,QN,57-29,49 ST,219,Hunters Point-Sunnyside-West Maspeth
44611,21026356,KUM WEI KITCHEN,E462659,RH-19,TYPE I HOODS Û CONTINUOUS EXTERNAL WELD,7/7/2016,OPEN,60-19 MYRTLE AVE,4084514,405,30,4035180044,40.700713,-73.897613,11385,QN,60-19,MYRTLE AVE,583,Ridgewood
43252,25147091,AMANDOS REST(1FL),E432461,RH-3,LEGALIZE - SYSTEM ALTERED,2/18/2016,OPEN,73-16 NORTHERN BLVD,4028634,403,25,4012460006,40.754474,-73.893043,11372,QN,73-16,NORTHERN BLVD,289,Jackson Heights
48010,24156259,PS 207 ROCKWOOD PARK,E368712,PBU-69B,Fail to maint use group,10/21/2011,OPEN,159-15 88 ST,4293311,410,32,4140090060,40.657822,-73.844007,11414,QN,159-15,88 ST,892,Lindenwood-Howard Beach
43372,34269415,PROMDI KITCHEN & BAR,E480066,RH-3,LEGALIZE - SYSTEM ALTERED,4/24/2017,OPEN,69-16 ROOSEVELT AVE,4030354,402,26,4013010032,40.746177,-73.895582,11377,QN,69-16,ROOSEVELT AVE,263,Woodside
47949,96074190,ENGINE CO. 314,E487628,RH-54,QUARTERLY EXHAUST SYSTEM CLEANING,10/29/2016,OPEN,142-04 BROOKVILLE BLVD,4287743,413,31,4135380015,40.664077,-73.740797,11422,QN,142-04,BROOKVILLE BLVD,654,Rosedale
